Product,Category,Cost,Discount,Quantity,SalesDate,CustomerID,CustomerReview,SalesPrice
Desk Lamp,Store,64.0,9.89,2,2023-10-23,Customer_1,5726,57.6704
Novel,Promotions,199.12,9.67,8,2023-10-16,Customer_2,8880,179.865096
Headphones,Online,380.57,8.99,1,2023-11-08,Customer_3,4540,346.356757
T-shirt,Store,425.29,7.4,3,2023-11-06,Customer_1,8386,393.81854000000004
Headphones,Promotions,460.44,4.56,8,2023-10-28,Customer_2,9477,439.443936
Desk Lamp,Gifts,186.58,2.91,5,2023-11-06,Customer_3,4267,181.15052200000002
Gaming Console,Online,321.76,8.9,4,2023-09-23,Customer_1,8362,293.12336
Gaming Console,Online,263.48,7.24,7,2023-11-03,Customer_2,1625,244.40404800000002
T-shirt,Online,255.07,5.53,1,2023-09-27,Customer_3,2108,240.964629
Digital Camera,Store,65.87,1.77,5,2023-10-02,Customer_1,9644,64.70410100000001
Headphones,Promotions,319.41,2.8,5,2023-10-04,Customer_2,9697,310.46652
Yoga Mat,Gifts,415.59,7.69,1,2023-10-30,Customer_3,499,383.631129
Bluetooth Speaker,Gifts,294.17,1.5,3,2023-10-03,Customer_1,6785,289.75745
Microwave,Online,202.2,8.7,4,2023-09-15,Customer_2,8996,184.6086
Candle Holder,Gifts,289.78,8.65,8,2023-11-06,Customer_3,37,264.71403
Yoga Mat,Gifts,215.23,7.42,1,2023-10-12,Customer_1,3378,199.259934
Coffee Maker,Promotions,266.16,7.98,10,2023-11-09,Customer_2,4993,244.920432
Digital Camera,Promotions,334.99,5.17,8,2023-10-22,Customer_3,8484,317.671017
Sunglasses,Promotions,132.88,2.92,5,2023-10-13,Customer_1,8136,128.999904
Travel Mug,Online,180.42,6.38,4,2023-10-09,Customer_2,5206,168.909204
Running Shoes,Online,318.23,2.02,3,2023-09-20,Customer_3,8820,311.801754
Air Purifier,Gifts,402.69,9.29,7,2023-10-08,Customer_1,2145,365.280099
Bluetooth Speaker,Store,425.78,2.19,10,2023-09-27,Customer_2,6412,416.45541799999995
Travel Mug,Online,421.21,6.06,8,2023-11-06,Customer_3,4259,395.684674
Coffee Maker,Gifts,104.7,2.28,2,2023-10-19,Customer_1,3459,102.31284000000001
Bluetooth Speaker,Online,444.5,4.2,4,2023-11-01,Customer_2,7516,425.831
Laptop,Online,465.38,7.51,10,2023-10-16,Customer_3,4007,430.429962
Yoga Mat,Gifts,101.96,3.38,1,2023-11-13,Customer_1,7681,98.513752
Headphones,Promotions,410.58,1.76,10,2023-11-03,Customer_2,6101,403.353792
Desk Lamp,Promotions,493.79,4.6,4,2023-10-30,Customer_3,4930,471.07566
Gaming Console,Store,175.05,2.43,10,2023-10-12,Customer_1,6632,170.796285
Bluetooth Speaker,Online,450.26,2.26,3,2023-10-13,Customer_2,4106,440.084124
Bluetooth Speaker,Promotions,77.55,7.73,10,2023-11-11,Customer_3,1145,71.555385
Coffee Maker,Online,151.56,6.67,10,2023-09-29,Customer_1,6413,141.450948
Desk Lamp,Online,433.75,3.07,8,2023-10-23,Customer_2,7056,420.433875
Sunglasses,Gifts,252.44,4.49,7,2023-10-03,Customer_3,597,241.105444
Bluetooth Speaker,Promotions,50.54,2.18,5,2023-11-13,Customer_1,8008,49.438228
Yoga Mat,Store,372.25,2.68,8,2023-09-22,Customer_2,7979,362.2737
Microwave,Store,332.68,8.18,4,2023-11-13,Customer_3,6870,305.466776
Novel,Store,161.53,1.07,3,2023-11-12,Customer_1,5174,159.801629
Coffee Maker,Promotions,339.7,9.88,10,2023-10-28,Customer_2,930,306.13764
Gaming Console,Promotions,495.82,3.45,8,2023-10-06,Customer_3,8574,478.71421
Cookware Set,Store,247.26,6.03,3,2023-10-30,Customer_1,2791,232.350222
Running Shoes,Online,263.46,3.09,1,2023-09-21,Customer_2,7690,255.31908599999997
Desk Lamp,Store,352.64,1.71,9,2023-09-28,Customer_3,2685,346.609856
Running Shoes,Promotions,302.04,2.58,1,2023-10-03,Customer_1,9946,294.247368
Coffee Maker,Online,308.86,6.31,1,2023-09-16,Customer_2,6846,289.37093400000003
T-shirt,Online,91.06,5.34,4,2023-10-15,Customer_3,2322,86.197396
Bluetooth Speaker,Gifts,247.53,4.98,10,2023-10-27,Customer_1,6476,235.203006
Digital Camera,Store,444.24,5.9,8,2023-10-23,Customer_2,1124,418.02984000000004
Desk Lamp,Promotions,354.6,3.9,2,2023-10-08,Customer_3,3741,340.7706
Microwave,Promotions,168.29,3.51,3,2023-10-31,Customer_1,5769,162.38302099999999
Travel Mug,Online,341.25,4.45,3,2023-10-31,Customer_2,215,326.064375
Headphones,Promotions,106.99,8.3,6,2023-11-05,Customer_3,7796,98.10982999999999
Fitness Tracker,Promotions,272.8,3.64,5,2023-10-30,Customer_1,5419,262.87008000000003
Sunglasses,Online,181.46,9.81,3,2023-11-03,Customer_2,1880,163.658774
Fitness Tracker,Store,110.58,3.9,10,2023-11-05,Customer_3,3768,106.26738
Bluetooth Speaker,Promotions,340.1,7.05,8,2023-11-08,Customer_1,2849,316.12295
Backpack,Store,470.26,1.46,1,2023-10-05,Customer_2,2855,463.394204
Digital Camera,Promotions,205.08,9.86,8,2023-11-12,Customer_3,3427,184.859112
Yoga Mat,Gifts,422.99,4.07,6,2023-09-19,Customer_1,1097,405.774307
Travel Mug,Store,231.69,4.26,10,2023-09-26,Customer_2,9634,221.820006
Smartphone,Online,344.75,9.18,8,2023-11-02,Customer_3,8342,313.10195
Bluetooth Speaker,Gifts,163.12,3.78,1,2023-09-15,Customer_1,4628,156.95406400000002
Novel,Online,154.75,8.17,8,2023-10-09,Customer_2,9132,142.106925
Travel Mug,Online,210.57,6.52,5,2023-10-09,Customer_3,7237,196.840836
Microwave,Gifts,290.93,1.0,6,2023-10-11,Customer_1,5837,288.02070000000003
Cookware Set,Gifts,179.26,1.12,2,2023-11-02,Customer_2,2019,177.252288
Candle Holder,Promotions,116.29,8.51,3,2023-11-08,Customer_3,658,106.393721
Microwave,Store,411.87,5.72,1,2023-10-15,Customer_1,9711,388.311036
Gaming Console,Store,270.68,9.69,5,2023-10-25,Customer_2,1856,244.451108
Sunglasses,Store,472.64,1.16,4,2023-10-23,Customer_3,5245,467.157376
Backpack,Promotions,256.39,6.16,1,2023-10-31,Customer_1,1494,240.596376
Backpack,Online,326.49,6.7,3,2023-09-27,Customer_2,724,304.61517000000003
Travel Mug,Promotions,419.39,9.68,5,2023-10-12,Customer_3,7515,378.793048
Laptop,Gifts,246.97,6.99,7,2023-10-29,Customer_1,2506,229.706797
Bluetooth Speaker,Online,127.51,3.35,9,2023-10-23,Customer_2,8660,123.238415
Candle Holder,Gifts,57.98,5.03,1,2023-10-07,Customer_3,4350,55.06360599999999
Laptop,Store,285.9,6.11,6,2023-09-26,Customer_1,7089,268.43151
Bluetooth Speaker,Gifts,156.25,4.73,4,2023-09-30,Customer_2,9058,148.859375
Headphones,Store,200.05,5.75,4,2023-11-07,Customer_3,9786,188.54712500000002
Digital Camera,Store,273.15,6.42,4,2023-10-10,Customer_1,7094,255.61377
Gaming Console,Promotions,253.43,1.5,10,2023-10-05,Customer_2,7385,249.62855000000002
Headphones,Online,194.7,1.88,6,2023-11-12,Customer_3,189,191.03964
Cookware Set,Gifts,451.96,7.36,2,2023-09-26,Customer_1,2484,418.695744
Running Shoes,Gifts,409.86,7.4,6,2023-09-16,Customer_2,182,379.53036000000003
Bluetooth Speaker,Online,59.89,5.99,1,2023-10-18,Customer_3,5347,56.302589
T-shirt,Store,265.16,9.18,9,2023-11-02,Customer_1,1360,240.81831200000002
Coffee Maker,Promotions,79.71,1.24,10,2023-10-22,Customer_2,4576,78.72159599999999
Laptop,Gifts,61.79,8.21,8,2023-09-22,Customer_3,9467,56.717041
Yoga Mat,Promotions,192.1,3.59,5,2023-10-15,Customer_1,7984,185.20361
Gaming Console,Gifts,51.38,4.08,1,2023-10-14,Customer_2,5661,49.283696000000006
Sunglasses,Online,186.79,6.45,9,2023-09-25,Customer_3,8864,174.742045
Travel Mug,Gifts,120.12,9.58,3,2023-10-22,Customer_1,6154,108.612504
Laptop,Store,483.17,2.78,6,2023-09-22,Customer_2,6447,469.73787400000003
Smartphone,Gifts,133.97,7.53,3,2023-09-27,Customer_3,2237,123.882059
Yoga Mat,Online,498.43,3.38,5,2023-10-09,Customer_1,1602,481.58306600000003
T-shirt,Promotions,144.35,3.76,8,2023-10-04,Customer_2,6860,138.92244
Sunglasses,Store,404.87,1.26,6,2023-09-26,Customer_3,4554,399.768638
Fitness Tracker,Promotions,482.89,2.01,5,2023-11-03,Customer_1,3973,473.18391099999997
Sunglasses,Store,478.86,9.35,4,2023-11-04,Customer_2,5776,434.08659
Travel Mug,Gifts,403.41,3.66,8,2023-09-24,Customer_3,3428,388.645194
Microwave,Promotions,64.21,8.94,9,2023-09-16,Customer_1,6695,58.46962599999999
Bluetooth Speaker,Store,64.13,6.17,1,2023-11-04,Customer_2,6139,60.173179
Headphones,Online,307.76,2.56,7,2023-11-05,Customer_3,7695,299.881344
Running Shoes,Online,428.23,5.3,6,2023-10-10,Customer_1,3540,405.53381
Travel Mug,Online,85.4,7.96,9,2023-09-16,Customer_2,1071,78.60216000000001
Digital Camera,Store,317.27,4.55,2,2023-10-19,Customer_3,5729,302.834215
Candle Holder,Gifts,111.13,6.3,9,2023-09-17,Customer_1,5203,104.12881
Microwave,Gifts,465.67,2.26,8,2023-10-03,Customer_2,2622,455.14585800000003
Fitness Tracker,Store,433.53,6.93,2,2023-09-29,Customer_3,9368,403.48637099999996
Novel,Online,359.34,5.81,4,2023-10-07,Customer_1,2984,338.46234599999997
Fitness Tracker,Promotions,498.16,9.51,7,2023-10-05,Customer_2,6050,450.784984
T-shirt,Promotions,390.02,3.03,4,2023-10-17,Customer_3,9079,378.20239399999997
Cookware Set,Store,307.88,8.97,5,2023-11-07,Customer_1,5195,280.263164
Candle Holder,Store,314.53,4.63,10,2023-11-09,Customer_2,7318,299.96726099999995
Digital Camera,Online,138.04,4.88,5,2023-10-26,Customer_3,4319,131.30364799999998
Bluetooth Speaker,Gifts,213.46,9.27,5,2023-11-05,Customer_1,1169,193.672258
Desk Lamp,Online,68.42,1.31,10,2023-09-15,Customer_2,3991,67.523698
Gaming Console,Gifts,479.95,3.88,3,2023-10-20,Customer_3,6483,461.32794
Fitness Tracker,Promotions,102.69,1.72,2,2023-09-26,Customer_1,8732,100.923732
Cookware Set,Gifts,440.22,8.97,9,2023-09-24,Customer_2,2201,400.73226600000004
Coffee Maker,Online,373.32,1.44,9,2023-10-04,Customer_3,7373,367.944192
Smartphone,Online,458.23,1.56,1,2023-09-15,Customer_1,6963,451.081612
Desk Lamp,Online,154.45,3.27,7,2023-09-30,Customer_2,9136,149.399485
Bluetooth Speaker,Store,422.92,7.03,3,2023-09-16,Customer_3,9370,393.18872400000004
Gaming Console,Gifts,249.66,5.99,2,2023-10-03,Customer_1,8836,234.705366
Headphones,Store,297.02,5.25,2,2023-10-12,Customer_2,6531,281.42645
Headphones,Gifts,74.0,7.3,7,2023-10-12,Customer_3,4521,68.598
Digital Camera,Store,372.19,4.66,9,2023-10-31,Customer_1,5769,354.845946
Backpack,Gifts,420.2,1.93,7,2023-10-14,Customer_2,9500,412.09013999999996
Running Shoes,Gifts,280.71,7.12,1,2023-10-21,Customer_3,5041,260.72344799999996
Novel,Gifts,117.83,1.97,1,2023-10-21,Customer_1,2522,115.508749
Cookware Set,Online,481.75,2.52,3,2023-10-16,Customer_2,3550,469.6099
Travel Mug,Gifts,92.96,5.56,8,2023-09-15,Customer_3,6530,87.79142399999999
Digital Camera,Gifts,483.53,1.49,10,2023-10-25,Customer_1,1429,476.325403
Laptop,Gifts,186.74,6.51,5,2023-11-05,Customer_2,8229,174.583226
Cookware Set,Store,202.6,9.0,4,2023-09-28,Customer_3,6431,184.36599999999999
Bluetooth Speaker,Online,271.31,2.29,7,2023-11-11,Customer_1,9103,265.097001
Backpack,Promotions,208.35,3.18,2,2023-10-27,Customer_2,7476,201.72447
Digital Camera,Gifts,292.62,4.4,5,2023-11-09,Customer_3,6015,279.74472000000003
Air Purifier,Store,365.1,3.16,7,2023-10-21,Customer_1,4080,353.56284
Cookware Set,Gifts,353.78,1.73,9,2023-09-20,Customer_2,8087,347.659606
Bluetooth Speaker,Store,58.99,9.3,8,2023-11-08,Customer_3,6014,53.503930000000004
Backpack,Online,252.28,4.38,1,2023-11-08,Customer_1,55,241.23013600000002
Bluetooth Speaker,Gifts,282.57,8.47,5,2023-09-18,Customer_2,6625,258.636321
Novel,Store,148.43,7.85,6,2023-09-18,Customer_3,9592,136.778245
Novel,Online,282.72,1.06,7,2023-09-16,Customer_1,2736,279.72316800000004
Candle Holder,Online,148.94,3.51,2,2023-10-03,Customer_2,3256,143.712206
Gaming Console,Promotions,431.12,4.83,10,2023-11-12,Customer_3,6029,410.296904
Desk Lamp,Promotions,107.65,8.73,1,2023-09-15,Customer_1,5778,98.252155
Candle Holder,Promotions,491.47,4.71,4,2023-11-08,Customer_2,8220,468.32176300000003
Backpack,Promotions,169.31,4.63,8,2023-10-19,Customer_3,9344,161.470947
Fitness Tracker,Online,462.81,3.7,4,2023-10-30,Customer_1,9119,445.68603
Yoga Mat,Store,140.64,2.6,10,2023-09-27,Customer_2,846,136.98335999999998
Running Shoes,Online,145.02,5.21,2,2023-09-18,Customer_3,3779,137.464458
Gaming Console,Gifts,83.91,2.39,3,2023-09-23,Customer_1,9889,81.904551
Running Shoes,Promotions,294.23,5.13,3,2023-10-19,Customer_2,9058,279.136001
Laptop,Promotions,306.88,7.27,5,2023-10-13,Customer_3,8568,284.569824
Laptop,Online,116.09,5.85,8,2023-10-16,Customer_1,9397,109.29873500000001
Novel,Store,449.74,4.0,4,2023-09-19,Customer_2,8026,431.7504
Headphones,Promotions,107.65,6.15,6,2023-10-17,Customer_3,3646,101.029525
Cookware Set,Promotions,346.43,4.42,8,2023-11-10,Customer_1,3062,331.117794
Bluetooth Speaker,Store,439.78,9.41,6,2023-10-09,Customer_2,7417,398.396702
Novel,Promotions,362.98,9.42,4,2023-10-12,Customer_3,3963,328.787284
Yoga Mat,Gifts,279.66,2.87,4,2023-09-23,Customer_1,7958,271.633758
Digital Camera,Gifts,497.97,1.32,7,2023-10-10,Customer_2,7474,491.39679600000005
Desk Lamp,Promotions,127.5,1.06,9,2023-09-30,Customer_3,6383,126.1485
Cookware Set,Store,443.62,9.76,4,2023-11-03,Customer_1,5416,400.32268799999997
Gaming Console,Online,101.94,7.84,7,2023-11-02,Customer_2,3137,93.947904
T-shirt,Gifts,194.23,8.07,5,2023-10-28,Customer_3,8346,178.55563899999999
Novel,Promotions,155.19,6.7,2,2023-09-22,Customer_1,7206,144.79227
Fitness Tracker,Promotions,313.28,6.35,4,2023-10-15,Customer_2,8278,293.38671999999997
Desk Lamp,Store,91.16,4.17,4,2023-09-18,Customer_3,8364,87.358628
Laptop,Gifts,391.64,9.97,9,2023-10-16,Customer_1,1871,352.59349199999997
Backpack,Store,409.62,8.43,9,2023-10-05,Customer_2,2489,375.089034
Microwave,Store,461.05,7.53,9,2023-10-24,Customer_3,8461,426.332935
Novel,Online,408.06,4.09,10,2023-11-10,Customer_1,6396,391.370346
Candle Holder,Store,402.87,4.95,2,2023-11-01,Customer_2,159,382.927935
Cookware Set,Store,494.85,1.23,3,2023-09-18,Customer_3,8157,488.763345
Candle Holder,Gifts,357.26,9.25,4,2023-10-19,Customer_1,4278,324.21344999999997
Novel,Promotions,125.5,6.86,10,2023-09-25,Customer_2,9026,116.8907
Fitness Tracker,Online,248.93,5.79,7,2023-11-05,Customer_3,859,234.516953
Smartphone,Online,492.05,8.64,2,2023-10-04,Customer_1,3961,449.53688
Candle Holder,Promotions,271.55,6.36,8,2023-11-05,Customer_2,5985,254.27942000000002
Novel,Store,346.6,8.11,1,2023-09-30,Customer_3,5520,318.49074
Travel Mug,Gifts,360.98,1.29,2,2023-10-23,Customer_1,2189,356.32335800000004
Sunglasses,Store,308.66,5.89,4,2023-09-27,Customer_2,7565,290.47992600000003
Travel Mug,Gifts,204.15,7.2,1,2023-09-20,Customer_3,9457,189.4512
Backpack,Online,438.78,1.65,6,2023-10-03,Customer_1,533,431.54013
Smartphone,Store,302.47,4.98,9,2023-10-09,Customer_2,6852,287.406994
Backpack,Online,102.84,2.25,5,2023-11-01,Customer_3,91,100.5261
Running Shoes,Online,499.39,9.73,3,2023-09-19,Customer_1,4462,450.799353
Fitness Tracker,Store,442.74,3.39,3,2023-11-10,Customer_2,9465,427.731114
Microwave,Store,72.19,6.02,5,2023-10-05,Customer_3,4313,67.844162
Coffee Maker,Gifts,480.52,1.79,9,2023-10-17,Customer_1,2684,471.91869199999996
Fitness Tracker,Gifts,84.48,5.57,10,2023-11-05,Customer_2,4054,79.77446400000001
Novel,Gifts,331.63,4.27,6,2023-09-22,Customer_3,4830,317.469399
Candle Holder,Gifts,278.74,4.79,5,2023-09-16,Customer_1,6078,265.388354
Cookware Set,Gifts,52.53,3.68,3,2023-10-27,Customer_2,5604,50.596896
Candle Holder,Promotions,235.19,1.33,3,2023-10-25,Customer_3,4854,232.061973
Bluetooth Speaker,Store,328.79,4.8,5,2023-10-08,Customer_1,9894,313.00808
T-shirt,Online,433.89,6.59,4,2023-10-22,Customer_2,6382,405.296649
Sunglasses,Online,210.86,8.32,5,2023-10-12,Customer_3,6481,193.316448
Headphones,Gifts,475.86,8.57,2,2023-11-05,Customer_1,8842,435.078798
Sunglasses,Online,148.38,8.41,3,2023-10-26,Customer_2,1390,135.901242
Running Shoes,Online,379.15,4.4,1,2023-10-20,Customer_3,9676,362.4674
Smartphone,Gifts,357.74,9.88,1,2023-11-03,Customer_1,5557,322.395288
Sunglasses,Online,107.31,7.84,7,2023-10-14,Customer_2,8281,98.896896
Digital Camera,Promotions,115.74,4.41,7,2023-10-02,Customer_3,5151,110.635866
Travel Mug,Online,216.86,9.78,4,2023-10-26,Customer_1,111,195.651092
Smartphone,Online,182.59,3.68,2,2023-10-26,Customer_2,5782,175.870688
Backpack,Promotions,201.28,5.76,8,2023-09-19,Customer_3,7496,189.686272
Cookware Set,Store,90.64,6.78,6,2023-11-01,Customer_1,702,84.494608
Digital Camera,Promotions,491.44,5.25,1,2023-09-16,Customer_2,3657,465.6394
Gaming Console,Online,143.25,3.56,1,2023-10-09,Customer_3,5084,138.1503
Desk Lamp,Promotions,67.05,2.54,1,2023-10-31,Customer_1,4504,65.34693
Air Purifier,Store,193.62,9.45,10,2023-11-13,Customer_2,886,175.32291
Sunglasses,Store,173.47,2.11,4,2023-10-24,Customer_3,4398,169.809783
Candle Holder,Store,424.46,7.47,3,2023-10-03,Customer_1,842,392.752838
Fitness Tracker,Promotions,472.48,1.01,10,2023-10-05,Customer_2,609,467.70795200000003
Coffee Maker,Store,90.14,3.35,2,2023-10-26,Customer_3,4475,87.12031
Laptop,Store,489.82,9.26,7,2023-11-12,Customer_1,4184,444.462668
Candle Holder,Online,490.97,8.33,9,2023-11-09,Customer_2,4670,450.072199
T-shirt,Online,473.45,2.43,1,2023-10-07,Customer_3,993,461.945165
Novel,Promotions,158.05,6.76,3,2023-11-02,Customer_1,4779,147.36582
Desk Lamp,Promotions,137.93,1.18,5,2023-10-28,Customer_2,8082,136.302426
Smartphone,Store,114.79,2.44,10,2023-09-27,Customer_3,8515,111.989124
Microwave,Store,124.46,2.02,2,2023-10-13,Customer_1,1806,121.94590799999999
Candle Holder,Store,446.82,3.24,4,2023-10-22,Customer_2,6193,432.343032
Microwave,Store,143.66,4.27,5,2023-11-04,Customer_3,7015,137.52571799999998
Gaming Console,Online,302.0,9.12,2,2023-10-03,Customer_1,3712,274.4576
Laptop,Online,174.39,2.74,3,2023-09-21,Customer_2,206,169.61171399999998
Running Shoes,Gifts,328.19,3.24,2,2023-09-15,Customer_3,9349,317.556644
Fitness Tracker,Store,464.86,7.75,10,2023-10-16,Customer_1,1452,428.83335
Candle Holder,Online,362.58,9.53,2,2023-10-22,Customer_2,1086,328.026126
Smartphone,Store,364.22,2.6,7,2023-10-28,Customer_3,3698,354.75028000000003
T-shirt,Online,53.67,3.92,2,2023-10-28,Customer_1,4063,51.566136
Desk Lamp,Online,219.38,3.45,7,2023-09-15,Customer_2,2076,211.81139
Desk Lamp,Online,249.15,2.17,6,2023-10-04,Customer_3,2238,243.743445
Sunglasses,Online,463.96,3.92,7,2023-09-21,Customer_1,530,445.772768
Backpack,Gifts,243.29,5.61,8,2023-09-25,Customer_2,9357,229.64143099999998
Novel,Promotions,213.99,3.57,5,2023-09-24,Customer_3,2046,206.350557
Microwave,Store,443.76,8.4,6,2023-09-26,Customer_1,6234,406.48416
Cookware Set,Online,352.38,3.76,2,2023-10-31,Customer_2,2946,339.130512
Backpack,Gifts,287.73,3.69,8,2023-09-20,Customer_3,7005,277.11276300000003
Candle Holder,Gifts,182.71,3.43,10,2023-10-10,Customer_1,8765,176.443047
Air Purifier,Promotions,348.2,1.91,9,2023-11-13,Customer_2,5419,341.54938
Running Shoes,Promotions,127.6,9.02,5,2023-11-02,Customer_3,435,116.09048
Digital Camera,Store,256.73,3.16,8,2023-09-28,Customer_1,8269,248.617332
Digital Camera,Gifts,484.02,6.41,7,2023-09-20,Customer_2,2737,452.99431799999996
Yoga Mat,Store,496.67,2.79,4,2023-11-07,Customer_3,2358,482.812907
Desk Lamp,Promotions,382.87,3.92,1,2023-09-20,Customer_1,4335,367.861496
Cookware Set,Online,285.35,2.34,9,2023-09-15,Customer_2,1801,278.67281
Fitness Tracker,Online,329.71,8.47,9,2023-09-17,Customer_3,2428,301.78356299999996
Air Purifier,Promotions,424.49,7.27,10,2023-10-16,Customer_1,7248,393.629577
Yoga Mat,Promotions,475.76,1.53,4,2023-11-07,Customer_2,7623,468.480872
Bluetooth Speaker,Promotions,272.49,4.55,6,2023-10-04,Customer_3,9872,260.091705
Smartphone,Promotions,351.64,4.74,8,2023-10-15,Customer_1,5756,334.972264
Desk Lamp,Store,97.07,8.96,1,2023-09-27,Customer_2,486,88.37252799999999
Microwave,Gifts,216.68,7.82,10,2023-11-12,Customer_3,5372,199.735624
Sunglasses,Gifts,379.64,5.21,3,2023-09-27,Customer_1,4380,359.860756
T-shirt,Promotions,419.57,6.07,6,2023-11-07,Customer_2,5630,394.102101
Microwave,Online,154.47,4.31,3,2023-10-06,Customer_3,455,147.812343
Laptop,Promotions,209.87,5.68,4,2023-10-31,Customer_1,2802,197.949384
Running Shoes,Store,160.07,7.58,4,2023-10-07,Customer_2,3600,147.936694
Coffee Maker,Gifts,258.6,5.35,6,2023-10-24,Customer_3,8863,244.7649
Cookware Set,Store,77.48,5.66,8,2023-10-31,Customer_1,574,73.094632
Air Purifier,Gifts,313.08,4.63,10,2023-10-22,Customer_2,891,298.58439599999997
Novel,Promotions,143.52,6.29,7,2023-10-05,Customer_3,5073,134.492592
Digital Camera,Gifts,76.22,6.33,3,2023-10-18,Customer_1,2000,71.395274
Desk Lamp,Gifts,224.54,8.84,5,2023-11-11,Customer_2,4380,204.690664
Travel Mug,Promotions,363.97,1.12,6,2023-09-20,Customer_3,7797,359.89353600000004
Air Purifier,Online,486.21,5.0,9,2023-10-30,Customer_1,2522,461.8995
Digital Camera,Store,492.95,2.05,9,2023-11-06,Customer_2,1285,482.844525
Sunglasses,Promotions,184.73,2.08,8,2023-10-13,Customer_3,243,180.88761599999998
Running Shoes,Store,56.51,4.62,5,2023-10-25,Customer_1,4,53.899238
Running Shoes,Store,215.75,6.26,6,2023-09-20,Customer_2,5943,202.24405
Digital Camera,Store,156.88,3.12,4,2023-09-16,Customer_3,4395,151.985344
Microwave,Online,297.75,5.46,5,2023-11-01,Customer_1,2273,281.49285
Cookware Set,Promotions,277.22,7.61,3,2023-10-13,Customer_2,9985,256.123558
Candle Holder,Promotions,488.9,9.75,3,2023-10-11,Customer_3,7915,441.23224999999996
Candle Holder,Store,344.87,1.09,2,2023-11-11,Customer_1,2319,341.11091700000003
Laptop,Promotions,373.83,9.81,7,2023-09-30,Customer_2,2418,337.15727699999997
Running Shoes,Store,497.91,6.31,4,2023-10-26,Customer_3,2949,466.49187900000004
Digital Camera,Gifts,150.37,2.69,9,2023-10-09,Customer_1,515,146.325047
Air Purifier,Online,276.71,5.36,5,2023-09-27,Customer_2,8047,261.87834399999997
Novel,Gifts,341.17,7.4,6,2023-09-25,Customer_3,3406,315.92342
Headphones,Online,385.9,6.89,3,2023-10-28,Customer_1,2410,359.31149
Fitness Tracker,Online,68.54,9.71,3,2023-11-10,Customer_2,266,61.884766000000006
Bluetooth Speaker,Store,411.8,5.53,7,2023-10-25,Customer_3,7425,389.02746
Coffee Maker,Promotions,270.49,9.23,1,2023-10-22,Customer_1,6623,245.523773
Running Shoes,Promotions,128.16,2.15,7,2023-09-30,Customer_2,5670,125.40456
Bluetooth Speaker,Online,271.68,4.17,10,2023-09-28,Customer_3,8180,260.350944
T-shirt,Online,498.4,9.05,3,2023-10-16,Customer_1,8287,453.29479999999995
Microwave,Store,168.65,3.96,7,2023-09-16,Customer_2,5410,161.97146
Sunglasses,Promotions,212.41,8.16,2,2023-09-28,Customer_3,4823,195.07734399999998
Desk Lamp,Online,167.69,7.27,5,2023-09-27,Customer_1,9049,155.498937
Cookware Set,Store,430.07,5.94,5,2023-10-28,Customer_2,1015,404.523842
Gaming Console,Store,398.07,4.21,9,2023-10-10,Customer_3,9878,381.31125299999997
Smartphone,Online,136.69,4.88,9,2023-10-11,Customer_1,6267,130.019528
Running Shoes,Store,427.84,7.09,5,2023-10-16,Customer_2,6455,397.50614399999995
Sunglasses,Online,474.33,4.69,4,2023-10-28,Customer_3,5094,452.08392299999997
Travel Mug,Promotions,384.54,6.12,9,2023-11-05,Customer_1,4872,361.00615200000004
Candle Holder,Store,232.07,9.97,8,2023-10-16,Customer_2,9092,208.93262099999998
Candle Holder,Promotions,320.65,1.81,9,2023-10-16,Customer_3,1629,314.846235
Gaming Console,Promotions,104.83,2.94,6,2023-11-04,Customer_1,4425,101.747998
Smartphone,Promotions,167.94,8.61,10,2023-11-11,Customer_2,5923,153.480366
Sunglasses,Online,464.72,7.41,3,2023-09-19,Customer_3,8880,430.28424800000005
Gaming Console,Store,301.89,1.54,3,2023-11-06,Customer_1,768,297.24089399999997
Headphones,Online,68.67,1.85,7,2023-11-12,Customer_2,9738,67.39960500000001
Fitness Tracker,Store,477.73,5.11,3,2023-09-25,Customer_3,6878,453.317997
Laptop,Promotions,222.23,9.52,6,2023-10-05,Customer_1,7083,201.073704
Sunglasses,Gifts,394.38,5.86,1,2023-10-05,Customer_2,7602,371.269332
Laptop,Store,244.29,8.05,9,2023-09-21,Customer_3,2281,224.624655
Sunglasses,Store,245.31,7.95,6,2023-10-28,Customer_1,8474,225.80785500000002
Air Purifier,Store,224.53,9.98,6,2023-11-13,Customer_2,4948,202.121906
Fitness Tracker,Store,204.29,5.37,1,2023-11-04,Customer_3,4552,193.319627
Backpack,Gifts,150.99,1.62,9,2023-11-05,Customer_1,5914,148.54396200000002
Smartphone,Gifts,288.94,6.06,4,2023-09-29,Customer_2,8040,271.430236
Desk Lamp,Store,173.15,5.96,3,2023-11-02,Customer_3,3765,162.83026
Air Purifier,Gifts,128.25,2.08,6,2023-10-28,Customer_1,6149,125.5824
Digital Camera,Gifts,220.89,5.27,4,2023-09-22,Customer_2,3934,209.24909699999998
Microwave,Promotions,156.77,8.3,5,2023-10-03,Customer_3,9908,143.75809
Desk Lamp,Store,442.44,4.03,1,2023-09-27,Customer_1,3900,424.609668
Digital Camera,Store,479.22,8.2,1,2023-11-11,Customer_2,4168,439.92396
Gaming Console,Online,223.7,3.35,2,2023-11-04,Customer_3,6019,216.20604999999998
